?Order Date;Channel;SKU;Item Description;Origin;SO;Total Price;Cost;Shipping Cost;Profit
23.1.2028;NewEgg;N123456-2677;Some Item Description 2579;43929;126034;128;56;19;53
24.1.2028;Sears;N123456-2678;Some Item Description 2580;55177;126035;203;87;11;105
25.1.2028;eBay;N123456-2679;Some Item Description 2581;31495;126036;129;62;19;48
26.1.2028;Amazon;N123456-2680;Some Item Description 2582;41487;126037;149;62;10;77
27.1.2028;Walmart;N123456-2681;Some Item Description 2583;49012;126038;98;57;17;24
28.1.2028;NewEgg;N123456-2682;Some Item Description 2584;26827;126039;104;49;18;37
29.1.2028;Sears;N123456-2683;Some Item Description 2585;51626;126040;109;60;20;29
30.1.2028;eBay;N123456-2684;Some Item Description 2586;24636;126041;221;99;23;99
31.1.2028;Amazon;N123456-2685;Some Item Description 2587;53356;126042;90;32;14;44
1.2.2028;Walmart;N123456-2686;Some Item Description 2588;30522;126043;89;42;12;35
2.2.2028;NewEgg;N123456-2687;Some Item Description 2589;37178;126044;105;48;22;35
3.2.2028;Sears;N123456-2688;Some Item Description 2590;53886;126045;64;31;13;20
4.2.2028;eBay;N123456-2689;Some Item Description 2591;44477;126046;125;97;13;15
5.2.2028;Amazon;N123456-2690;Some Item Description 2592;22702;126047;131;70;14;47
6.2.2028;Walmart;N123456-2691;Some Item Description 2593;33917;126048;156;61;23;72
7.2.2028;NewEgg;N123456-2692;Some Item Description 2594;55190;126049;160;81;12;67
8.2.2028;Sears;N123456-2693;Some Item Description 2595;47749;126050;153;59;10;84
9.2.2028;eBay;N123456-2694;Some Item Description 2596;45723;126051;138;80;22;36
10.2.2028;Amazon;N123456-2695;Some Item Description 2597;47357;126052;180;87;19;74
11.2.2028;Walmart;N123456-2696;Some Item Description 2598;42618;126053;217;98;11;108
12.2.2028;NewEgg;N123456-2697;Some Item Description 2599;32926;126054;165;77;13;75
13.2.2028;Sears;N123456-2698;Some Item Description 2600;50153;126055;144;81;13;50
14.2.2028;eBay;N123456-2699;Some Item Description 2601;27693;126056;156;66;11;79
15.2.2028;Amazon;N123456-2700;Some Item Description 2602;37675;126057;127;62;10;55
16.2.2028;Walmart;N123456-2701;Some Item Description 2603;28346;126058;166;74;15;77
17.2.2028;NewEgg;N123456-2702;Some Item Description 2604;34858;126059;100;32;21;47
18.2.2028;Sears;N123456-2703;Some Item Description 2605;32130;126060;228;98;22;108
19.2.2028;eBay;N123456-2704;Some Item Description 2606;40270;126061;137;75;15;47
20.2.2028;Amazon;N123456-2705;Some Item Description 2607;45448;126062;122;73;21;28
21.2.2028;Walmart;N123456-2706;Some Item Description 2608;43030;126063;114;33;15;66
22.2.2028;NewEgg;N123456-2707;Some Item Description 2609;36421;126064;118;50;19;49
23.2.2028;Sears;N123456-2708;Some Item Description 2610;34739;126065;135;55;11;69
24.2.2028;eBay;N123456-2709;Some Item Description 2611;40159;126066;108;50;25;33
25.2.2028;Amazon;N123456-2710;Some Item Description 2612;53377;126067;109;31;11;67
26.2.2028;Walmart;N123456-2711;Some Item Description 2613;43217;126068;87;51;17;19
27.2.2028;NewEgg;N123456-2712;Some Item Description 2614;42144;126069;221;88;18;115
28.2.2028;Sears;N123456-2713;Some Item Description 2615;31571;126070;124;39;25;60
29.2.2028;eBay;N123456-2714;Some Item Description 2616;37010;126071;203;94;15;94
1.3.2028;Amazon;N123456-2715;Some Item Description 2617;28205;126072;140;49;11;80
2.3.2028;Walmart;N123456-2716;Some Item Description 2618;45332;126073;130;72;10;48
3.3.2028;NewEgg;N123456-2717;Some Item Description 2619;39543;126074;214;85;15;114
4.3.2028;Sears;N123456-2718;Some Item Description 2620;31685;126075;137;88;23;26
5.3.2028;eBay;N123456-2719;Some Item Description 2621;43571;126076;68;32;21;15
6.3.2028;Amazon;N123456-2720;Some Item Description 2622;25284;126077;164;76;25;63
7.3.2028;Walmart;N123456-2721;Some Item Description 2623;36901;126078;142;59;21;62
8.3.2028;NewEgg;N123456-2722;Some Item Description 2624;49583;126079;98;32;22;44
9.3.2028;Sears;N123456-2723;Some Item Description 2625;41509;126080;92;41;12;39
10.3.2028;eBay;N123456-2724;Some Item Description 2626;34074;126081;134;59;16;59
11.3.2028;Amazon;N123456-2725;Some Item Description 2627;22747;126082;115;60;13;42
12.3.2028;Walmart;N123456-2726;Some Item Description 2628;28191;126083;106;30;23;53
13.3.2028;NewEgg;N123456-2727;Some Item Description 2629;38937;126084;82;45;13;24
14.3.2028;Sears;N123456-2728;Some Item Description 2630;30324;126085;180;76;16;88
15.3.2028;eBay;N123456-2729;Some Item Description 2631;33469;126086;97;30;14;53
16.3.2028;Amazon;N123456-2730;Some Item Description 2632;54622;126087;121;36;11;74
17.3.2028;Walmart;N123456-2731;Some Item Description 2633;37976;126088;148;56;20;72
18.3.2028;NewEgg;N123456-2732;Some Item Description 2634;27349;126089;183;92;19;72
19.3.2028;Sears;N123456-2733;Some Item Description 2635;39809;126090;184;79;17;88
20.3.2028;eBay;N123456-2734;Some Item Description 2636;36649;126091;113;54;14;45
21.3.2028;Amazon;N123456-2735;Some Item Description 2637;27895;126092;200;75;25;100
22.3.2028;Walmart;N123456-2736;Some Item Description 2638;44073;126093;153;91;16;46
23.3.2028;NewEgg;N123456-2737;Some Item Description 2639;39877;126094;183;98;23;62
24.3.2028;Sears;N123456-2738;Some Item Description 2640;29169;126095;168;96;13;59
25.3.2028;eBay;N123456-2739;Some Item Description 2641;43130;126096;159;96;12;51
26.3.2028;Amazon;N123456-2740;Some Item Description 2642;45574;126097;180;66;12;102
27.3.2028;Walmart;N123456-2741;Some Item Description 2643;53823;126098;119;51;23;45
28.3.2028;NewEgg;N123456-2742;Some Item Description 2644;30205;126099;107;71;21;15
29.3.2028;Sears;N123456-2743;Some Item Description 2645;45621;126100;96;37;11;48
30.3.2028;eBay;N123456-2744;Some Item Description 2646;43959;126101;205;79;22;104
31.3.2028;Amazon;N123456-2745;Some Item Description 2647;51104;126102;87;50;11;26
1.4.2028;Walmart;N123456-2746;Some Item Description 2648;36430;126103;210;85;16;109
2.4.2028;NewEgg;N123456-2747;Some Item Description 2649;54431;126104;102;53;24;25
3.4.2028;Sears;N123456-2748;Some Item Description 2650;48184;126105;138;77;21;40
4.4.2028;eBay;N123456-2749;Some Item Description 2651;24533;126106;167;84;15;68
5.4.2028;Amazon;N123456-2750;Some Item Description 2652;39855;126107;182;99;21;62
6.4.2028;Walmart;N123456-2751;Some Item Description 2653;53318;126108;181;98;15;68
7.4.2028;NewEgg;N123456-2752;Some Item Description 2654;39801;126109;193;96;19;78
8.4.2028;Sears;N123456-2753;Some Item Description 2655;31907;126110;139;52;24;63
9.4.2028;eBay;N123456-2754;Some Item Description 2656;25528;126111;167;61;24;82
10.4.2028;Amazon;N123456-2755;Some Item Description 2657;44007;126112;124;72;19;33
11.4.2028;Walmart;N123456-2756;Some Item Description 2658;37034;126113;85;42;18;25
12.4.2028;NewEgg;N123456-2757;Some Item Description 2659;54867;126114;121;88;10;23
13.4.2028;Sears;N123456-2758;Some Item Description 2660;27919;126115;80;48;16;16
14.4.2028;eBay;N123456-2759;Some Item Description 2661;23247;126116;97;41;14;42
15.4.2028;Amazon;N123456-2760;Some Item Description 2662;46171;126117;174;75;20;79
16.4.2028;Walmart;N123456-2761;Some Item Description 2663;33974;126118;134;58;16;60
17.4.2028;NewEgg;N123456-2762;Some Item Description 2664;44294;126119;159;65;19;75
18.4.2028;Sears;N123456-2763;Some Item Description 2665;53253;126120;118;51;19;48
19.4.2028;eBay;N123456-2764;Some Item Description 2666;23491;126121;140;81;15;44
20.4.2028;Amazon;N123456-2765;Some Item Description 2667;41941;126122;134;59;19;56
21.4.2028;Walmart;N123456-2766;Some Item Description 2668;54695;126123;231;99;15;117
22.4.2028;NewEgg;N123456-2767;Some Item Description 2669;37374;126124;85;43;19;23
23.4.2028;Sears;N123456-2768;Some Item Description 2670;46582;126125;154;52;25;77
24.4.2028;eBay;N123456-2769;Some Item Description 2671;24000;126126;186;68;18;100
25.4.2028;Amazon;N123456-2770;Some Item Description 2672;53538;126127;162;57;24;81
26.4.2028;Walmart;N123456-2771;Some Item Description 2673;35347;126128;126;41;21;64
27.4.2028;NewEgg;N123456-2772;Some Item Description 2674;30975;126129;136;97;13;26
28.4.2028;Sears;N123456-2773;Some Item Description 2675;39150;126130;76;37;18;21
29.4.2028;eBay;N123456-2774;Some Item Description 2676;30114;126131;134;71;21;42
30.4.2028;Amazon;N123456-2775;Some Item Description 2677;35366;126132;123;42;13;68
1.5.2028;Walmart;N123456-2776;Some Item Description 2678;51926;126133;168;69;16;83
2.5.2028;NewEgg;N123456-2777;Some Item Description 2679;41529;126134;154;63;17;74
3.5.2028;Sears;N123456-2778;Some Item Description 2680;41773;126135;101;64;17;20
4.5.2028;eBay;N123456-2779;Some Item Description 2681;38726;126136;178;71;15;92
5.5.2028;Amazon;N123456-2780;Some Item Description 2682;33573;126137;96;53;24;19
6.5.2028;Walmart;N123456-2781;Some Item Description 2683;35954;126138;121;87;15;19
7.5.2028;NewEgg;N123456-2782;Some Item Description 2684;34890;126139;217;99;19;99
8.5.2028;Sears;N123456-2783;Some Item Description 2685;30306;126140;170;86;21;63
9.5.2028;eBay;N123456-2784;Some Item Description 2686;35146;126141;129;68;25;36
10.5.2028;Amazon;N123456-2785;Some Item Description 2687;26857;126142;98;40;15;43
11.5.2028;Walmart;N123456-2786;Some Item Description 2688;40054;126143;142;83;17;42
12.5.2028;NewEgg;N123456-2787;Some Item Description 2689;26188;126144;149;83;23;43
13.5.2028;Sears;N123456-2788;Some Item Description 2690;43577;126145;132;77;12;43
14.5.2028;eBay;N123456-2789;Some Item Description 2691;23171;126146;226;97;12;117
15.5.2028;Amazon;N123456-2790;Some Item Description 2692;40688;126147;194;85;12;97
16.5.2028;Walmart;N123456-2791;Some Item Description 2693;39062;126148;176;84;12;80
17.5.2028;NewEgg;N123456-2792;Some Item Description 2694;44655;126149;115;35;11;69
18.5.2028;Sears;N123456-2793;Some Item Description 2695;43988;126150;60;33;11;16
19.5.2028;eBay;N123456-2794;Some Item Description 2696;26335;126151;150;51;13;86
20.5.2028;Amazon;N123456-2795;Some Item Description 2697;23076;126152;108;38;22;48
21.5.2028;Walmart;N123456-2796;Some Item Description 2698;47700;126153;119;53;17;49
22.5.2028;NewEgg;N123456-2797;Some Item Description 2699;24843;126154;174;84;11;79
23.5.2028;Sears;N123456-2798;Some Item Description 2700;24052;126155;162;80;25;57
24.5.2028;eBay;N123456-2799;Some Item Description 2701;54546;126156;106;40;23;43
25.5.2028;Amazon;N123456-2800;Some Item Description 2702;55390;126157;230;97;10;123
26.5.2028;Walmart;N123456-2801;Some Item Description 2703;25182;126158;139;98;14;27
27.5.2028;NewEgg;N123456-2802;Some Item Description 2704;51693;126159;103;68;11;24
28.5.2028;Sears;N123456-2803;Some Item Description 2705;44652;126160;136;77;12;47
29.5.2028;eBay;N123456-2804;Some Item Description 2706;42835;126161;132;51;24;57
30.5.2028;Amazon;N123456-2805;Some Item Description 2707;38327;126162;130;94;12;24
31.5.2028;Walmart;N123456-2806;Some Item Description 2708;30712;126163;97;63;17;17
1.6.2028;NewEgg;N123456-2807;Some Item Description 2709;33852;126164;85;45;19;21
2.6.2028;Sears;N123456-2808;Some Item Description 2710;49300;126165;145;74;25;46
3.6.2028;eBay;N123456-2809;Some Item Description 2711;43211;126166;80;34;21;25
4.6.2028;Amazon;N123456-2810;Some Item Description 2712;48996;126167;164;57;11;96
5.6.2028;Walmart;N123456-2811;Some Item Description 2713;35798;126168;175;89;23;63
6.6.2028;NewEgg;N123456-2812;Some Item Description 2714;29138;126169;154;96;22;36
7.6.2028;Sears;N123456-2813;Some Item Description 2715;51131;126170;184;90;14;80
8.6.2028;eBay;N123456-2814;Some Item Description 2716;25619;126171;188;90;21;77
9.6.2028;Amazon;N123456-2815;Some Item Description 2717;25361;126172;85;44;15;26
10.6.2028;Walmart;N123456-2816;Some Item Description 2718;25020;126173;99;33;12;54
11.6.2028;NewEgg;N123456-2817;Some Item Description 2719;50325;126174;96;32;19;45
12.6.2028;Sears;N123456-2818;Some Item Description 2720;46015;126175;95;62;10;23
13.6.2028;eBay;N123456-2819;Some Item Description 2721;26560;126176;105;57;20;28
14.6.2028;Amazon;N123456-2820;Some Item Description 2722;22449;126177;189;84;18;87
15.6.2028;Walmart;N123456-2821;Some Item Description 2723;39531;126178;140;77;10;53
16.6.2028;NewEgg;N123456-2822;Some Item Description 2724;54225;126179;178;82;13;83
17.6.2028;Sears;N123456-2823;Some Item Description 2725;31698;126180;96;56;25;15
18.6.2028;eBay;N123456-2824;Some Item Description 2726;23849;126181;198;98;23;77
19.6.2028;Amazon;N123456-2825;Some Item Description 2727;39566;126182;138;74;10;54
20.6.2028;Walmart;N123456-2826;Some Item Description 2728;25502;126183;103;31;24;48
21.6.2028;NewEgg;N123456-2827;Some Item Description 2729;30408;126184;208;85;11;112
22.6.2028;Sears;N123456-2828;Some Item Description 2730;36819;126185;106;46;16;44
23.6.2028;eBay;N123456-2829;Some Item Description 2731;23334;126186;166;79;24;63
24.6.2028;Amazon;N123456-2830;Some Item Description 2732;54283;126187;144;53;18;73
25.6.2028;Walmart;N123456-2831;Some Item Description 2733;33405;126188;145;53;21;71
26.6.2028;NewEgg;N123456-2832;Some Item Description 2734;45672;126189;182;67;21;94
27.6.2028;Sears;N123456-2833;Some Item Description 2735;24588;126190;164;68;18;78
28.6.2028;eBay;N123456-2834;Some Item Description 2736;23236;126191;120;44;11;65
29.6.2028;Amazon;N123456-2835;Some Item Description 2737;30821;126192;168;72;18;78
30.6.2028;Walmart;N123456-2836;Some Item Description 2738;50897;126193;137;64;24;49
1.7.2028;NewEgg;N123456-2837;Some Item Description 2739;48404;126194;142;49;14;79
2.7.2028;Sears;N123456-2838;Some Item Description 2740;31805;126195;119;55;13;51
3.7.2028;eBay;N123456-2839;Some Item Description 2741;54065;126196;171;75;20;76
4.7.2028;Amazon;N123456-2840;Some Item Description 2742;47330;126197;167;71;18;78
5.7.2028;Walmart;N123456-2841;Some Item Description 2743;31960;126198;113;48;12;53
6.7.2028;NewEgg;N123456-2842;Some Item Description 2744;34125;126199;92;33;22;37
7.7.2028;Sears;N123456-2843;Some Item Description 2745;50153;126200;137;88;25;24
8.7.2028;eBay;N123456-2844;Some Item Description 2746;28212;126201;99;57;11;31
9.7.2028;Amazon;N123456-2845;Some Item Description 2747;28347;126202;137;93;13;31
10.7.2028;Walmart;N123456-2846;Some Item Description 2748;52149;126203;132;55;16;61
11.7.2028;NewEgg;N123456-2847;Some Item Description 2749;38643;126204;112;51;17;44
12.7.2028;Sears;N123456-2848;Some Item Description 2750;30961;126205;196;77;14;105
13.7.2028;eBay;N123456-2849;Some Item Description 2751;26233;126206;135;68;22;45
14.7.2028;Amazon;N123456-2850;Some Item Description 2752;49407;126207;158;56;17;85
15.7.2028;Walmart;N123456-2851;Some Item Description 2753;22352;126208;148;97;20;31
16.7.2028;NewEgg;N123456-2852;Some Item Description 2754;49138;126209;76;38;17;21
17.7.2028;Sears;N123456-2853;Some Item Description 2755;22855;126210;103;52;11;40
18.7.2028;eBay;N123456-2854;Some Item Description 2756;53732;126211;211;90;25;96
19.7.2028;Amazon;N123456-2855;Some Item Description 2757;48158;126212;128;47;16;65
20.7.2028;Walmart;N123456-2856;Some Item Description 2758;32886;126213;151;56;15;80
21.7.2028;NewEgg;N123456-2857;Some Item Description 2759;51822;126214;163;89;13;61
22.7.2028;Sears;N123456-2858;Some Item Description 2760;31897;126215;171;94;14;63
23.7.2028;eBay;N123456-2859;Some Item Description 2761;52205;126216;186;69;15;102
24.7.2028;Amazon;N123456-2860;Some Item Description 2762;54499;126217;82;47;18;17
25.7.2028;Walmart;N123456-2861;Some Item Description 2763;41938;126218;167;96;18;53
26.7.2028;NewEgg;N123456-2862;Some Item Description 2764;53968;126219;139;61;17;61
27.7.2028;Sears;N123456-2863;Some Item Description 2765;41383;126220;140;50;18;72
28.7.2028;eBay;N123456-2864;Some Item Description 2766;30474;126221;151;66;24;61
29.7.2028;Amazon;N123456-2865;Some Item Description 2767;44459;126222;109;44;14;51
30.7.2028;Walmart;N123456-2866;Some Item Description 2768;53750;126223;89;41;12;36
31.7.2028;NewEgg;N123456-2867;Some Item Description 2769;24205;126224;166;76;10;80
1.8.2028;Sears;N123456-2868;Some Item Description 2770;54826;126225;88;38;11;39
2.8.2028;eBay;N123456-2869;Some Item Description 2771;55439;126226;130;46;20;64
3.8.2028;Amazon;N123456-2870;Some Item Description 2772;52549;126227;170;91;25;54
4.8.2028;Walmart;N123456-2871;Some Item Description 2773;26295;126228;155;72;23;60
5.8.2028;NewEgg;N123456-2872;Some Item Description 2774;23031;126229;81;32;23;26
6.8.2028;Sears;N123456-2873;Some Item Description 2775;48852;126230;137;47;21;69
7.8.2028;eBay;N123456-2874;Some Item Description 2776;49220;126231;138;76;24;38
8.8.2028;Amazon;N123456-2875;Some Item Description 2777;26897;126232;149;90;18;41
9.8.2028;Walmart;N123456-2876;Some Item Description 2778;49823;126233;107;42;23;42
10.8.2028;NewEgg;N123456-2877;Some Item Description 2779;47466;126234;183;69;23;91
11.8.2028;Sears;N123456-2878;Some Item Description 2780;47428;126235;100;44;10;46
12.8.2028;eBay;N123456-2879;Some Item Description 2781;52599;126236;169;71;22;76
13.8.2028;Amazon;N123456-2880;Some Item Description 2782;25646;126237;141;98;19;24
14.8.2028;Walmart;N123456-2881;Some Item Description 2783;32412;126238;171;97;21;53
15.8.2028;NewEgg;N123456-2882;Some Item Description 2784;36458;126239;126;74;17;35
16.8.2028;Sears;N123456-2883;Some Item Description 2785;32862;126240;101;62;11;28
17.8.2028;eBay;N123456-2884;Some Item Description 2786;43559;126241;117;42;12;63
18.8.2028;Amazon;N123456-2885;Some Item Description 2787;55364;126242;144;56;10;78
19.8.2028;Walmart;N123456-2886;Some Item Description 2788;54488;126243;135;50;22;63
20.8.2028;NewEgg;N123456-2887;Some Item Description 2789;50409;126244;143;58;22;63
21.8.2028;Sears;N123456-2888;Some Item Description 2790;49226;126245;71;31;20;20
22.8.2028;eBay;N123456-2889;Some Item Description 2791;54752;126246;183;76;13;94
23.8.2028;Amazon;N123456-2890;Some Item Description 2792;45407;126247;99;38;16;45
24.8.2028;Walmart;N123456-2891;Some Item Description 2793;27076;126248;167;73;20;74
25.8.2028;NewEgg;N123456-2892;Some Item Description 2794;35348;126249;114;44;21;49
26.8.2028;Sears;N123456-2893;Some Item Description 2795;28386;126250;161;74;18;69
27.8.2028;eBay;N123456-2894;Some Item Description 2796;36362;126251;234;92;22;120
28.8.2028;Amazon;N123456-2895;Some Item Description 2797;36278;126252;216;94;14;108
29.8.2028;Walmart;N123456-2896;Some Item Description 2798;41644;126253;204;91;21;92
30.8.2028;NewEgg;N123456-2897;Some Item Description 2799;41774;126254;114;41;23;50
31.8.2028;Sears;N123456-2898;Some Item Description 2800;30424;126255;95;48;24;23
